contract_number,county,num_counties,multi_county,work_type,project_description,project_length,project_length_unit,has_grading,has_drainage,has_bridge,has_retaining_wall,has_signals,has_guardrail,has_milling,has_widening,is_interstate,is_us_route,is_state_route
CNW725,"GREENE, HAMBLEN, HANCOCK, AND HAWKINS",4,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,434.36,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW726,GRUNDY AND MARION,2,True,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,251.89,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW718,"CROCKETT, DECATUR, HAYWOOD, HENDERSON, AND MADISON",5,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,597.22,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW727,HAMILTON,1,False,Maintenance,THE MOWING ON VARIOUS INTERSTATE AND STATE ROUTES.,69.48,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW730,"LAWRENCE, LEWIS, AND WAYNE",3,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,153.69,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW731,"LEWIS, PERRY, AND WAYNE",3,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,170.76,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW732,"MACON, SMITH, AND TROUSDALE",3,True,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,249.0,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW733,MAURY,1,False,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,208.88,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW737,"RUTHERFORD, SUMNER, AND WILSON",3,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,384.34,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW734,RUTHERFORD AND WILLIAMSON,2,True,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,124.97,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW741,SHELBY,1,False,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,255.14,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW735,WAYNE,1,False,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,137.43,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW736,WILLIAMSON,1,False,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,200.65,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW728,HAMILTON AND RHEA,2,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,205.1,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW319,"ANDERSON, BLOUNT, CAMPBELL, COCKE, GRAINGER, JEFFERSON, KNOX, LOUDON, MONROE, ROANE, AND SEVIER",11,True,Maintenance,THE SWEEPING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW717,"COFFEE, GRUNDY, HAMILTON, AND MARION",4,True,Maintenance,THE SWATH MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE ROUTES.,69.97,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW715,"CLAY, DEKALB, JACKSON, OVERTON, PUTNAM, SMITH, AND WHITE",7,True,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,534.64,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW915,"DAVIDSON, MONTGOMERY, ROBERTSON, RUTHERFORD, SUMNER, WILLIAMSON, AND WILSON",7,True,Maintenance,THE DRAIN CLEANING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,False,True,False,False,False,False,False,False,False,False,False
CNW914,SHELBY,1,False,Maintenance,THE DRAIN CLEANING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,False,True,False,False,False,False,False,False,False,False,False
CNP913,"ANDERSON, BLOUNT, CAMPBELL, COCKE, GRAINGER, JEFFERSON, KNOX, LOUDON, MONROE, ROANE, AND SEVIER",11,True,Maintenance,THE SWEEPING AND DRAIN CLEANING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,False,True,False,False,False,False,False,False,False,False,False
CNP800,"BENTON, CARROLL, DECATUR, HENDERSON, AND MADISON",5,True,Maintenance,THE SWATH MOWING AND LITTER REMOVAL ON I-40.,52.7,MILES,False,False,False,False,False,False,False,False,True,False,False
CNP908,"DAVIDSON, MONTGOMERY, ROBERTSON, SUMNER, WILLIAMSON, AND WILSON",6,True,Maintenance,THE SWEEPING AND DRAIN CLEANING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,False,True,False,False,False,False,False,False,False,False,False
CNP904,"CARTER, SULLIVAN, UNICOI, AND WASHINGTON",4,True,Maintenance,THE SWEEPING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,False,False,False,False,False,False,False,False,False,False,False
CNP903,"BRADLEY, GRUNDY, HAMILTON, MARION, PUTNAM, SEQUATCHIE, AND WHITE",7,True,Maintenance,THE SWEEPING AND DRAIN CLEANING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,False,True,False,False,False,False,False,False,False,False,False
CNW701,"ANDERSON, COCKE, GRAINGER, HAMBLEN, JEFFERSON, SEVIER, AND UNION",7,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,554.33,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW702,"BEDFORD, LINCOLN, MARSHALL, MAURY, AND MOORE",5,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,507.49,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW716,COFFEE AND FRANKLIN,2,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,253.9,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW703,"BEDFORD, RUTHERFORD, AND WILSON",3,True,Maintenance,THE SWATH MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE ROUTES.,57.45,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW705,"BENTON, CARROLL, HENRY, OBION, AND WEAKLEY",5,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,704.89,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW706,"BLEDSOE, SEQUATCHIE, AND VAN BUREN",3,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,209.39,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW707,BLOUNT AND KNOX,2,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,250.61,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW708,"BLOUNT, LOUDON, MONROE, AND ROANE",4,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,555.78,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW709,"BRADLEY, MCMINN, MEIGS, AND POLK",4,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,384.2,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW710,"CAMPBELL, CLAIBORNE, MORGAN, AND SCOTT",4,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,313.13,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW711,"CANNON, VAN BUREN, AND WARREN",3,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,246.77,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW713,"CHEATHAM, MONTGOMERY, ROBERTSON, AND SUMNER",4,True,Maintenance,THE SWATH MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE ROUTES.,286.45,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW740,"CLAY, CUMBERLAND, FENTRESS, OVERTON, AND PICKETT",5,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,458.19,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW704,"BENTON, CARROLL, DECATUR, HENDERSON, AND MADISON",5,True,Maintenance,THE SWATH MOWING AND LITTER REMOVAL ON I-40.,52.7,MILES,False,False,False,False,False,False,False,False,True,False,False
CNX705,"GREENE, HAMBLEN, HANCOCK, AND HAWKINS",4,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,439.72,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW321,"ANDERSON, BLOUNT, CAMPBELL, COCKE, GRAINGER, JEFFERSON, KNOX, LOUDON, MONROE, ROANE, AND SEVIER",11,True,Maintenance,THE DRAIN CLEANING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,False,True,False,False,False,False,False,False,False,False,False
CNW335,"BRADLEY, GRUNDY, HAMILTON, MARION, PUTNAM, SEQUATCHIE, AND WHITE",7,True,Maintenance,THE DRAIN CLEANING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,False,True,False,False,False,False,False,False,False,False,False
CNP705,"BENTON, CARROLL, HENRY, OBION, AND WEAKLEY",5,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,701.13,MILES,False,False,False,False,False,False,False,False,False,False,False
CNP706,"BLEDSOE, GRUNDY, MARION, SEQUATCHIE, AND VAN BUREN",5,True,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,364.99,MILES,False,False,False,False,False,False,False,False,False,False,False
CNP707,BLOUNT AND KNOX,2,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,308.26,MILES,False,False,False,False,False,False,False,False,False,False,False
CNP708,"BLOUNT, LOUDON, MONROE, AND ROANE",4,True,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,579.89,MILES,False,False,False,False,False,False,False,False,False,False,False
CNX327,"CARTER, JOHNSON, SULLIVAN, UNICOI, AND WASHINGTON",5,True,Maintenance,THE SWEEPING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,False,False,False,False,False,False,False,False,False,False,False
CNX354,"BRADLEY, GRUNDY, HAMILTON, MARION, PUTNAM, SEQUATCHIE, AND WHITE",7,True,Maintenance,THE DRAIN CLEANING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,False,True,False,False,False,False,False,False,False,False,False
CNX353,"BRADLEY, GRUNDY, HAMILTON, MARION, PUTNAM, SEQUATCHIE, AND WHITE",7,True,Maintenance,THE SWEEPING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,False,False,False,False,False,False,False,False,False,False,False
CNP709,"BRADLEY, MCMINN, AND POLK",3,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,320.11,MILES,False,False,False,False,False,False,False,False,False,False,False
CNX341,"ANDERSON, BLOUNT, CAMPBELL, COCKE, GRAINGER, JEFFERSON, KNOX, LOUDON, MONROE, ROANE, AND SEVIER",11,True,Maintenance,THE DRAIN CLEANING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,False,True,False,False,False,False,False,False,False,False,False
CNP703,"BEDFORD, MARSHALL, MAURY, AND MOORE",4,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,289.2,MILES,False,False,False,False,False,False,False,False,False,False,False
CNX329,"ANDERSON, BLOUNT, CAMPBELL, COCKE, GRAINGER, JEFFERSON, KNOX, LOUDON, MONROE, ROANE, AND SEVIER",11,True,Maintenance,THE SWEEPING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,False,False,False,False,False,False,False,False,False,False,False
CNX726,WILLIAMSON,1,False,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,179.27,MILES,False,False,False,False,False,False,False,False,False,False,False
CNX725,WAYNE,1,False,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,137.43,MILES,False,False,False,False,False,False,False,False,False,False,False
CNX724,RUTHERFORD AND WILLIAMSON,2,True,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,124.97,MILES,False,False,False,False,False,False,False,False,False,False,False
CNX723,"RUTHERFORD, SUMNER, AND WILSON",3,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,391.83,MILES,False,False,False,False,False,False,False,False,False,False,False
CNX722,MAURY,1,False,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,208.88,MILES,False,False,False,False,False,False,False,False,False,False,False
CNX721,"MACON, SMITH, AND TROUSDALE",3,True,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,249.0,MILES,False,False,False,False,False,False,False,False,False,False,False
CNX720,"LEWIS, PERRY, AND WAYNE",3,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,170.76,MILES,False,False,False,False,False,False,False,False,False,False,False
CNX718,"HOUSTON, MONTGOMERY, AND STEWART",3,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,323.61,MILES,False,False,False,False,False,False,False,False,False,False,False
CNX713,HAMILTON,1,False,Maintenance,THE MOWING ON VARIOUS INTERSTATE AND STATE ROUTES.,71.85,MILES,False,False,False,False,False,False,False,False,False,False,False
CNV157,HAMILTON,1,False,Maintenance,"THE TUNNEL CLEANING OF THE MCCALLIE TUNNEL ON U.S. 11 (U.S. 64, S.R. 2), THE STRINGERS RIDGE TUNNEL ON U.S. 127 (S.R. 8), AND THE BACHMAN TUBES ON U.S. 41 (U.S. 76, S.R. 8).",0.0,MILES,False,False,False,False,False,False,False,False,False,True,True
CNW334,"BRADLEY, GRUNDY, HAMILTON, MARION, PUTNAM, SEQUATCHIE, AND WHITE",7,True,Maintenance,THE SWEEPING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,False,False,False,False,False,False,False,False,False,False,False
CNP702,"ANDERSON, GRAINGER, AND UNION",3,True,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,248.26,MILES,False,False,False,False,False,False,False,False,False,False,False
CNV164,KNOX,1,False,Maintenance,THE TUNNEL CLEANING ON THE HENLEY STREET CONNECTOR TUNNEL ON S.R. 1 AND THE SMARTFIX TUNNEL ON S.R. 158 (JAMES WHITE PARKWAY).,0.0,MILES,False,False,False,False,False,False,False,False,False,False,True
CNW317,"CARTER, SULLIVAN, UNICOI, AND WASHINGTON",4,True,Maintenance,THE SWEEPING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW314,"DAVIDSON, HUMPHREYS, MONTGOMERY, ROBERTSON, RUTHERFORD, SUMNER, WILLIAMSON, AND WILSON",8,True,Maintenance,THE SWEEPING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW315,"DAVIDSON, MONTGOMERY, ROBERTSON, RUTHERFORD, SUMNER, WILLIAMSON, AND WILSON",7,True,Maintenance,THE DRAIN CLEANING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,False,True,False,False,False,False,False,False,False,False,False
CNP207,DAVIDSON,1,False,Maintenance,THE TUNNEL CLEANING OF THE THOMPSON LANE UNDERPASS ON S.R. 155.,0.0,MILES,False,False,False,False,False,False,False,False,False,False,True
CNP212,HAMILTON,1,False,Maintenance,"THE TUNNEL CLEANING OF THE MCCALLIE TUNNEL ON U.S.11 (U.S. 64, S.R. 2), THE STRINGERS RIDGE TUNNEL ON U.S. 127 (S.R. 8), AND THE BACHMAN TUBES ON U.S. 41 (U.S. 76, S.R. 8).",0.0,MILES,False,False,False,False,False,False,False,False,False,True,True
CNW344,SHELBY,1,False,Maintenance,THE DRAIN CLEANING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,False,True,False,False,False,False,False,False,False,False,False
CNP210,KNOX,1,False,Maintenance,THE TUNNEL CLEANING ON THE HENLEY STREET CONNECTOR TUNNEL ON S.R. 1 AND THE SMARTFIX TUNNEL ON S.R. 158 (JAMES WHITE PARKWAY).,0.0,MILES,False,False,False,False,False,False,False,False,False,False,True
CNW925,FAYETTE AND SHELBY,2,True,Maintenance,THE SWEEPING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW929,"CARTER, JOHNSON, SULLIVAN, UNICOI, AND WASHINGTON",5,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,437.54,MILES,False,False,False,False,False,False,False,False,False,False,False
CNP701,ANDERSON AND CAMPBELL,2,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,43.21,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW714,"CHESTER, HARDEMAN, HARDIN, AND MCNAIRY",4,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,547.42,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW928,"HOUSTON, MONTGOMERY, AND STEWART",3,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,323.61,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW170,DAVIDSON,1,False,Maintenance,THE TUNNEL CLEANING OF THE THOMPSON LANE UNDERPASS ON S.R. 155.,0.0,MILES,False,False,False,False,False,False,False,False,False,False,True
CNW197,HAMILTON,1,False,Maintenance,"THE TUNNEL CLEANING OF THE MCCALLIE TUNNEL ON U.S. 11 (U.S. 64, S.R. 2), THE STRINGERS RIDGE TUNNEL ON U.S. 127 (S.R. 8), AND THE BACHMAN TUBES ON U.S. 41 (U.S. 76, S.R. 8).",0.0,MILES,False,False,False,False,False,False,False,False,False,True,True
CNW172,KNOX,1,False,Maintenance,THE TUNNEL CLEANING ON THE HENLEY STREET CONNECTOR TUNNEL ON S.R. 1 AND THE SMARTFIX TUNNEL ON S.R. 158 (JAMES WHITE PARKWAY).,0.0,MILES,False,False,False,False,False,False,False,False,False,False,True
CNX330,SHELBY,1,False,Maintenance,THE DRAIN CLEANING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,False,True,False,False,False,False,False,False,False,False,False
CNX332,"DAVIDSON, MONTGOMERY, ROBERTSON, RUTHERFORD, SUMNER, WILLIAMSON, AND WILSON",7,True,Maintenance,THE DRAIN CLEANING ON VARIOUS STATE ROUTES.,0.0,MILES,False,True,False,False,False,False,False,False,False,False,False
CNX331,"DAVIDSON, HUMPHREYS, MONTGOMERY, ROBERTSON, RUTHERFORD, SUMNER, WILLIAMSON, AND WILSON",8,True,Maintenance,THE SWEEPING ON VARIOUS STATE ROUTES.,0.0,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW905,"BENTON, CARROLL, CHESTER, CROCKETT, DECATUR, DYER, FAYETTE, GIBSON, HARDIN, HAYWOOD, HENDERSON, HENRY,
MADISON, MCNAIRY, OBION, SHELBY, AND WEAKLEY",17,True,Maintenance,THE SWEEPING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW903,"DAVIDSON, HUMPHREYS, MONTGOMERY, ROBERTSON, RUTHERFORD, SUMNER, WILLIAMSON, AND WILSON",8,True,Maintenance,THE SWEEPING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,False,False,False,False,False,False,False,False,False,False,False
CNW927,"DICKSON, HICKMAN, AND HUMPHREYS",3,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,371.46,MILES,False,False,False,False,False,False,False,False,False,False,False
CNY727,WILLIAMSON,1,False,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,179.27,MILES,False,False,False,False,False,False,False,False,False,False,False
CNU718,COFFEE AND FRANKLIN,2,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,253.9,MILES,False,False,False,False,False,False,False,False,False,False,False
CNN706,"BLEDSOE, GRUNDY, MARION, SEQUATCHIE, AND VAN BUREN",5,True,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,364.99,MILES,False,False,False,False,False,False,False,False,False,False,False
CNV731,"GREENE, HAMBLEN, HANCOCK, AND HAWKINS",4,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,434.36,MILES,False,False,False,False,False,False,False,False,False,False,False
CNN711,"CANNON, VAN BUREN, AND WARREN",3,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,240.27,MILES,False,False,False,False,False,False,False,False,False,False,False
CNV732,GRUNDY AND MARION,2,True,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,0.0,MILES,False,False,False,False,False,False,False,False,False,False,False
CNV733,HAMILTON,1,False,Maintenance,THE MOWING ON VARIOUS INTERSTATE AND STATE ROUTES.,69.48,MILES,False,False,False,False,False,False,False,False,False,False,False
CNN710,"CAMPBELL, CLAIBORNE, MORGAN, AND SCOTT",4,True,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,307.78,MILES,False,False,False,False,False,False,False,False,False,False,False
CNN709,"BRADLEY, MCMINN, AND POLK",3,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,302.11,MILES,False,False,False,False,False,False,False,False,False,False,False
CNN708,"BLOUNT, LOUDON, MONROE, AND ROANE",4,True,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,586.89,MILES,False,False,False,False,False,False,False,False,False,False,False
CNN707,BLOUNT AND KNOX,2,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,308.26,MILES,False,False,False,False,False,False,False,False,False,False,False
CNV734,HAMILTON AND RHEA,2,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,205.1,MILES,False,False,False,False,False,False,False,False,False,False,False
CNN720,"COFFEE, GRUNDY, HAMILTON, AND MARION",4,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE ROUTES.,69.97,MILES,False,False,False,False,False,False,False,False,False,False,False
CNV735,"HOUSTON, MONTGOMERY, AND STEWART",3,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,323.61,MILES,False,False,False,False,False,False,False,False,False,False,False
CNV736,"LAWRENCE, LEWIS, AND WAYNE",3,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,153.69,MILES,False,False,False,False,False,False,False,False,False,False,False
CNV737,"LEWIS, PERRY, AND WAYNE",3,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,170.76,MILES,False,False,False,False,False,False,False,False,False,False,False
CNV738,"MACON, SMITH, AND TROUSDALE",3,True,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,249.0,MILES,False,False,False,False,False,False,False,False,False,False,False
CNV739,MAURY,1,False,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,208.88,MILES,False,False,False,False,False,False,False,False,False,False,False
CNN376,"BENTON, CARROLL, CHESTER, CROCKETT, DECATUR, DYER, FAYETTE, GIBSON, HARDIN, HAYWOOD, HENDERSON, HENRY,
MADISON, MCNAIRY, OBION, SHELBY, AND WEAKLEY",17,True,Maintenance,THE SWEEPING AND DRAIN CLEANING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,False,True,False,False,False,False,False,False,False,False,False
CNN705,"BENTON, CARROLL, HENRY, OBION, AND WEAKLEY",5,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,701.13,MILES,False,False,False,False,False,False,False,False,False,False,False
CNV740,RUTHERFORD AND WILLIAMSON,2,True,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,124.97,MILES,False,False,False,False,False,False,False,False,False,False,False
CNN703,"BEDFORD, MARSHALL, MAURY, AND MOORE",4,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,289.2,MILES,False,False,False,False,False,False,False,False,False,False,False
CNN702,"ANDERSON, GRAINGER, AND UNION",3,True,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,248.26,MILES,False,False,False,False,False,False,False,False,False,False,False
CNN701,ANDERSON AND CAMPBELL,2,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,43.21,MILES,False,False,False,False,False,False,False,False,False,False,False
CNQ916,"ANDERSON, BLOUNT, CAMPBELL, COCKE, GRAINGER, JEFFERSON, KNOX, LOUDON, MONROE, ROANE, AND SEVIER",11,True,Maintenance,THE SWEEPING AND DRAIN CLEANING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,False,True,False,False,False,False,False,False,False,False,False
CNV741,SHELBY,1,False,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,112.31,MILES,False,False,False,False,False,False,False,False,False,False,False
CNV742,WAYNE,1,False,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,137.43,MILES,False,False,False,False,False,False,False,False,False,False,False
CNQ912,"BENTON, CARROLL, CHESTER, CROCKETT, DECATUR, DYER, FAYETTE, GIBSON, HARDIN, HAYWOOD, HENDERSON, HENRY,
MADISON, MCNAIRY, OBION, SHELBY, AND WEAKLEY",17,True,Maintenance,THE SWEEPING AND DRAIN CLEANING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,False,True,False,False,False,False,False,False,False,False,False
CNV743,WILLIAMSON,1,False,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,168.87,MILES,False,False,False,False,False,False,False,False,False,False,False
CNV723,DAVIDSON AND WILLIAMSON,2,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,201.3,MILES,False,False,False,False,False,False,False,False,False,False,False
CNQ902,"BENTON, CARROLL, DECATUR, HENDERSON, AND MADISON",5,True,Maintenance,THE SWATH MOWING AND LITTER REMOVAL ON I-40.,52.7,MILES,False,False,False,False,False,False,False,False,True,False,False
CNV722,"DAVIDSON, RUTHERFORD, SUMNER, AND WILSON",4,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,574.53,MILES,False,False,False,False,False,False,False,False,False,False,False
CNN712,"CARTER, GREENE, HAMBLEN, JEFFERSON, SULLIVAN, UNICOI, AND WASHINGTON",7,True,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,115.09,MILES,False,False,False,False,False,False,False,False,False,False,False
CNN713,"CARTER, JOHNSON, SULLIVAN, UNICOI, AND WASHINGTON",5,True,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,439.34,MILES,False,False,False,False,False,False,False,False,False,False,False
CNV730,"GILES, MARSHALL, AND MAURY",3,True,Maintenance,THE SWATH MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,57.47,MILES,False,False,False,False,False,False,False,False,False,False,False
CNV729,GILES,1,False,Maintenance,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,150.81,MILES,False,False,False,False,False,False,False,False,False,False,False
CNN722,DAVIDSON,1,False,Maintenance,THE MOWING ON VARIOUS STATE ROUTES.,197.08,MILES,False,False,False,False,False,False,False,False,False,False,False
