contract_number,county,num_counties,multi_county,work_type,road_type,project_description,project_length,project_length_unit,has_grading,has_drainage,has_bridge,has_retaining_wall,has_paving,has_guardrail,has_signs,has_lighting,has_signals,has_pavement_marking,has_barrier,has_concrete,has_mowing,has_chip_seal,has_crack_seal,is_on_call,is_emergency
CNU736,"LEWIS, PERRY, AND WAYNE",3,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,170.76,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNU737,"MACON, SMITH, AND TROUSDALE",3,1,Maintenance,Other,THE MOWING ON VARIOUS STATE ROUTES.,249.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNU738,MAURY,1,0,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,208.88,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNU739,RUTHERFORD AND WILLIAMSON,2,1,Maintenance,Other,THE MOWING ON VARIOUS STATE ROUTES.,124.97,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNW314,"DAVIDSON, HUMPHREYS, MONTGOMERY, ROBERTSON, RUTHERFORD, SUMNER, WILLIAMSON, AND WILSON",8,1,Maintenance,Other,THE SWEEPING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNU741,WAYNE,1,0,Maintenance,Other,THE MOWING ON VARIOUS STATE ROUTES.,137.43,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNY701,"BEDFORD, LINCOLN, MARSHALL, MAURY, AND MOORE",5,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,507.49,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNY702,"BENTON, CARROLL, DECATUR, HENDERSON, AND MADISON",5,1,Maintenance,Interstate,THE SWATH MOWING AND LITTER REMOVAL ON I-40.,52.7,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNY703,"BENTON, CARROLL, HENRY, OBION, AND WEAKLEY",5,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,704.89,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNY704,"BLEDSOE, SEQUATCHIE, AND VAN BUREN",3,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,203.28,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNY705,BLOUNT AND KNOX,2,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,250.61,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNY706,"BLOUNT, LOUDON, MONROE, AND ROANE",4,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,411.72,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNY707,"CANNON, VAN BUREN, AND WARREN",3,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,246.77,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNY708,"CARTER, JOHNSON, SULLIVAN, UNICOI, AND WASHINGTON",5,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,437.54,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNT328,"ANDERSON, BLOUNT, CAMPBELL, COCKE, GRAINGER, JEFFERSON, KNOX, LOUDON, MONROE, ROANE, AND SEVIER",11,1,Maintenance,Other,THE SWEEPING AND DRAIN CLEANING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNX190,HAMILTON,1,0,Maintenance,US,"THE TUNNEL CLEANING OF THE MCCALLIE TUNNEL ON U.S. 11 (U.S. 64, S.R. 2), THE STRINGERS RIDGE TUNNEL ON U.S. 127 (S.R. 8), AND THE BACHMAN TUBES ON U.S. 41 (U.S. 76, S.R. 8).",0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNU733,HAMILTON,1,0,Maintenance,Other,THE MOWING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNU732,GRUNDY AND MARION,2,1,Maintenance,Other,THE MOWING ON VARIOUS STATE ROUTES.,251.89,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNU731,"GREENE, HAMBLEN, HANCOCK, AND HAWKINS",4,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,436.64,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNW170,DAVIDSON,1,0,Maintenance,State,THE TUNNEL CLEANING OF THE THOMPSON LANE UNDERPASS ON S.R. 155.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS710,"CAMPBELL, CLAIBORNE, MORGAN, AND SCOTT",4,1,Maintenance,Other,THE MOWING ON VARIOUS STATE ROUTES.,307.78,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNS709,"BRADLEY, HAMILTON, MCMINN, MEIGS, POLK, AND RHEA",6,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,589.29,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNS708,"BLOUNT, LOUDON, MONROE, AND ROANE",4,1,Maintenance,Other,THE MOWING ON VARIOUS STATE ROUTES.,551.73,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNS707,BLOUNT AND KNOX,2,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,238.84,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNS706,"BLEDSOE, SEQUATCHIE, AND VAN BUREN",3,1,Maintenance,Other,THE MOWING ON VARIOUS STATE ROUTES.,136.03,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNS704,"BENTON, CARROLL, DECATUR, HENDERSON, AND MADISON",5,1,Maintenance,Interstate,THE SWATH MOWING AND LITTER REMOVAL ON I-40.,52.7,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNS702,"BEDFORD, MARSHALL, MAURY, AND MOORE",4,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,289.2,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNS712,"CARTER, JOHNSON, SULLIVAN, UNICOI, AND WASHINGTON",5,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,434.34,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNS701,ANDERSON AND UNION,2,1,Maintenance,Other,THE MOWING ON VARIOUS STATE ROUTES.,145.12,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNU724,"DICKSON, HICKMAN, AND HUMPHREYS",3,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,371.46,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNU725,"DICKSON, HICKMAN, RUTHERFORD, AND WILLIAMSON",4,1,Maintenance,Interstate,THE SWATH MOWING AND LITTER REMOVAL ON I-840.,53.05,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNU726,"DYER, GIBSON, LAKE, AND OBION",4,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,599.31,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNX174,DAVIDSON,1,0,Maintenance,State,THE TUNNEL CLEANING OF THE THOMPSON LANE UNDERPASS ON S.R. 155.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNU727,"FAYETTE, HAYWOOD, AND MADISON",3,1,Maintenance,Interstate,THE SWATH MOWING AND LITTER REMOVAL ON I-40.,52.95,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNU728,"FAYETTE, LAUDERDALE, SHELBY, AND TIPTON",4,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,557.91,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNU729,GILES AND LAWRENCE,2,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,150.81,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNU730,"GILES, MARSHALL, AND MAURY",3,1,Maintenance,Other,THE SWATH MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,57.47,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNU723,DAVIDSON AND WILLIAMSON,2,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,198.2,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNY710,"CHESTER, HARDEMAN, AND MCNAIRY",3,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,389.65,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNS197,KNOX,1,0,Maintenance,State,THE TUNNEL CLEANING ON THE HENLEY STREET CONNECTOR TUNNEL ON S.R. 1 AND THE SMARTFIX TUNNEL ON S.R. 158 (JAMES WHITE PARKWAY).,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNN739,RUTHERFORD AND WILLIAMSON,2,1,Maintenance,Other,THE MOWING ON VARIOUS STATE ROUTES.,134.52,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNN714,"CHEATHAM, MONTGOMERY, ROBERTSON, AND SUMNER",4,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,296.11,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNU705,"BENTON, CARROLL, HENRY, OBION, AND WEAKLEY",5,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,704.89,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNU706,"BLEDSOE, SEQUATCHIE, AND VAN BUREN",3,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,136.03,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNN715,"CHESTER, HARDEMAN, HARDIN, AND MCNAIRY",4,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,547.42,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNT196,HAMILTON,1,0,Maintenance,US,"THE TUNNEL CLEANING OF THE MCCALLIE TUNNEL ON U.S. 11 (U.S. 64, S.R. 2), THE STRINGERS RIDGE TUNNEL ON U.S. 127 (S.R. 8), AND THE BACHMAN TUBES ON U.S. 41 (U.S. 76, S.R. 8).",0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNN716,"CLAY, CUMBERLAND, FENTRESS, OVERTON, AND PICKETT",5,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,418.27,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNU707,BLOUNT AND KNOX,2,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,245.93,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNN717,"CLAY, DEKALB, JACKSON, OVERTON, PUTNAM, SMITH, AND WHITE",7,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,502.39,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNU708,"BLOUNT, LOUDON, MONROE, AND ROANE",4,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,555.78,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNN718,"COCKE, HAMBLEN, JEFFERSON, AND SEVIER",4,1,Maintenance,Other,THE MOWING ON VARIOUS STATE ROUTES.,327.25,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNN719,COFFEE AND FRANKLIN,2,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,254.45,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNN720,"COFFEE, GRUNDY, HAMILTON, AND MARION",4,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE ROUTES.,69.97,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNN721,"CROCKETT, DECATUR, HAYWOOD, HENDERSON, AND MADISON",5,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VAROUS STATE ROUTES.,602.22,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNU709,"BRADLEY, HAMILTON, MCMINN, MEIGS, POLK, AND RHEA",6,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,589.29,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNU710,"CAMPBELL, CLAIBORNE, MORGAN, AND SCOTT",4,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,306.12,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNN722,DAVIDSON,1,0,Maintenance,Other,THE MOWING ON VARIOUS STATE ROUTES.,197.08,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNU711,"CANNON, VAN BUREN, AND WARREN",3,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,246.77,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNN713,"CARTER, JOHNSON, SULLIVAN, UNICOI, AND WASHINGTON",5,1,Maintenance,Other,THE MOWING ON VARIOUS STATE ROUTES.,439.34,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNU704,"BENTON, CARROLL, DECATUR, HENDERSON, AND MADISON",5,1,Maintenance,Interstate,THE SWATH MOWING AND LITTER REMOVAL ON I-40.,52.7,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNN712,"CARTER, GREENE, HAMBLEN, JEFFERSON, SULLIVAN, UNICOI, AND WASHINGTON",7,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,115.09,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNU703,"BEDFORD, RUTHERFORD, AND WILSON",3,1,Maintenance,Other,THE SWATH MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE ROUTES.,57.45,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNW905,"BENTON, CARROLL, CHESTER, CROCKETT, DECATUR, DYER, FAYETTE, GIBSON, HARDIN, HAYWOOD, HENDERSON, HENRY,
MADISON, MCNAIRY, OBION, SHELBY, AND WEAKLEY",17,1,Maintenance,Other,THE SWEEPING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNU924,"DAVIDSON, RUTHERFORD, SUMNER, AND WILSON",4,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,574.53,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNN120,KNOX,1,0,Maintenance,State,THE TUNNEL CLEANING ON THE HENLEY STREET CONNECTOR TUNNEL ON S.R. 1 AND THE SMARTFIX TUNNEL ON S.R. 158 (JAMES WHITE PARKWAY).,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNN110,HAMILTON,1,0,Maintenance,US,"THE TUNNEL CLEANING OF THE MCCALLIE TUNNEL ON U.S.11 (U.S. 64, S.R. 2), THE STRINGERS RIDGE TUNNEL ON U.S. 127 (S.R. 8), AND THE BACHMAN TUBES ON U.S. 41 (U.S. 76, S.R. 8).",0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNN109,DAVIDSON,1,0,Maintenance,State,THE TUNNEL CLEANING OF THE THOMPSON LANE UNDERPASS ON S.R. 155.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNN701,ANDERSON AND CAMPBELL,2,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,43.21,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNN702,"ANDERSON, GRAINGER, AND UNION",3,1,Maintenance,Other,THE MOWING ON VARIOUS STATE ROUTES.,248.26,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNN703,"BEDFORD, MARSHALL, MAURY, AND MOORE",4,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,289.2,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNN723,DAVIDSON AND WILLIAMSON,2,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,194.3,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNN705,"BENTON, CARROLL, HENRY, OBION, AND WEAKLEY",5,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,701.13,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNN707,BLOUNT AND KNOX,2,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS INTERSTATE AND STATE ROUTES.,308.26,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNN708,"BLOUNT, LOUDON, MONROE, AND ROANE",4,1,Maintenance,Other,THE MOWING ON VARIOUS STATE ROUTES.,586.89,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNN709,"BRADLEY, MCMINN, AND POLK",3,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,302.11,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNT197,KNOX,1,0,Maintenance,State,THE TUNNEL CLEANING ON THE HENLEY STREET CONNECTOR TUNNEL ON S.R. 1 AND THE SMARTFIX TUNNEL ON S.R. 158 (JAMES WHITE PARKWAY).,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNN710,"CAMPBELL, CLAIBORNE, MORGAN, AND SCOTT",4,1,Maintenance,Other,THE MOWING ON VARIOUS STATE ROUTES.,307.78,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNU701,ANDERSON AND UNION,2,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,148.75,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNU702,"BEDFORD, MARSHALL, MAURY, AND MOORE",4,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,287.95,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNN711,"CANNON, VAN BUREN, AND WARREN",3,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,240.27,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNN706,"BLEDSOE, GRUNDY, MARION, SEQUATCHIE, AND VAN BUREN",5,1,Maintenance,Other,THE MOWING ON VARIOUS STATE ROUTES.,364.99,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNN740,WILLIAMSON,1,0,Maintenance,Other,THE MOWING ON VARIOUS STATE ROUTES.,168.87,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNU712,"CARTER, JOHNSON, SULLIVAN, UNICOI, AND WASHINGTON",5,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,434.34,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNU714,"CHESTER, HARDEMAN, HARDIN, AND MCNAIRY",4,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,547.42,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNN733,"HOUSTON, MONTGOMERY, AND STEWART",3,1,Maintenance,Other,THE MOWING ON VARIOUS STATE ROUTES.,323.61,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNN734,"LAWRENCE, LEWIS, AND WAYNE",3,1,Maintenance,Other,THE MOWING ON VARIOUS STATE ROUTES.,202.14,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNY309,MCMINN,1,0,Maintenance,State,THE EMERGENCY SINKHOLE REPAIRS AT TWO LOCATIONS ON S.R. 39 AT L.M. 4.2.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CNN735,"LEWIS, PERRY, AND WAYNE",3,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,170.76,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNN736,"MACON, SMITH, AND TROUSDALE",3,1,Maintenance,Other,THE MOWING ON VARIOUS STATE ROUTES.,249.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNW172,KNOX,1,0,Maintenance,State,THE TUNNEL CLEANING ON THE HENLEY STREET CONNECTOR TUNNEL ON S.R. 1 AND THE SMARTFIX TUNNEL ON S.R. 158 (JAMES WHITE PARKWAY).,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNN737,MAURY,1,0,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,208.88,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNY212,"ANDERSON, BLOUNT, CAMPBELL, COCKE, JEFFERSON, KNOX, LOUDON, MONROE, ROANE, AND SEVIER",10,1,Maintenance,Other,THE SWEEPING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNY231,"ANDERSON, BLOUNT, CAMPBELL, COCKE, GRAINGER, JEFFERSON, KNOX, LOUDON, MONROE, ROANE, AND SEVIER",11,1,Maintenance,Other,THE DRAIN CLEANING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNN738,"RUTHERFORD, SUMNER, AND WILSON",3,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,390.85,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNS318,"CARTER, SULLIVAN, UNICOI, AND WASHINGTON",4,1,Maintenance,Other,THE SWEEPING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS320,"BRADLEY, GRUNDY, HAMILTON, MARION, PUTNAM, SEQUATCHIE, AND WHITE",7,1,Maintenance,Other,THE SWEEPING AND DRAIN CLEANING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS322,"BENTON, CARROLL, CHESTER, CROCKETT, DECATUR, DYER, FAYETTE, GIBSON, HARDIN, HAYWOOD, HENDERSON, HENRY,
MADISON, MCNAIRY, OBION, SHELBY, AND WEAKLEY",17,1,Maintenance,Other,THE SWEEPING AND DRAIN CLEANING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNY210,"BRADLEY, GRUNDY, HAMILTON, MARION, PUTNAM, SEQUATCHIE, AND WHITE",7,1,Maintenance,Other,THE SWEEPING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNY226,"BRADLEY, GRUNDY, HAMILTON, MARION, PUTNAM, SEQUATCHIE, AND WHITE",7,1,Maintenance,Other,THE DRAIN CLEANING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS319,"ANDERSON, BLOUNT, CAMPBELL, COCKE, GRAINGER, JEFFERSON, KNOX, LOUDON, MONROE, ROANE, AND SEVIER",11,1,Maintenance,Other,THE SWEEPING AND DRAIN CLEANING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNY213,"CARTER, SULLIVAN, UNICOI, AND WASHINGTON",4,1,Maintenance,Other,THE SWEEPING ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNU718,COFFEE AND FRANKLIN,2,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,253.9,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNN732,"HAMILTON, MEIGS, AND RHEA",3,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,186.48,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNN731,HAMILTON,1,0,Maintenance,Other,THE MOWING ON VARIOUS INTERSTATE AND STATE ROUTES.,69.48,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNS295,"BENTON, CARROLL, DYER, FAYETTE, HAYWOOD, LAUDERDALE, MADISON, MCNAIRY, OBION, SHELBY, TIPTON, AND WEAKLEY",12,1,Maintenance,Other,THE FENCE REPAIR ON VARIOUS INTERSTATE AND STATE ROUTES.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNU715,"CLAY, CUMBERLAND, FENTRESS, OVERTON, AND PICKETT",5,1,Maintenance,Other,THE MOWING AND LITTER REMOVAL ON VARIOUS STATE ROUTES.,421.78,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNU716,"CLAY, DEKALB, JACKSON, OVERTON, PUTNAM, SMITH, AND WHITE",7,1,Maintenance,Other,THE MOWING ON VARIOUS STATE ROUTES.,502.3,MILES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CNY128,DAVIDSON,1,0,Maintenance,State,THE TUNNEL CLEANING OF THE THOMPSON LANE UNDERPASS ON S.R. 155.,0.0,MILES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
